Status,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
1,46877,16,512,1,0,15.6,0,749.0
1,46877,16,512,1,12975,16.0,0,1399.0
1,28856,8,256,1,0,15.6,0,449.0
1,14914,8,512,1,0,14.0,0,449.9
1,14914,8,512,1,0,15.6,0,419.0
0,38391,16,512,1,0,14.0,0,312.83
1,46877,16,1000,1,12975,16.1,0,1299.01
1,36398,16,512,1,0,14.0,0,899.01
1,46877,16,1000,1,15128,16.0,0,1749.0
1,62048,32,1000,1,39041,18.0,0,3699.01
1,46877,16,512,1,0,17.3,0,999.0
1,46877,32,500,1,17158,15.6,0,1549.0
1,36398,16,1000,1,17158,16.1,0,1699.01
1,46877,16,512,1,17158,15.6,0,1699.0
1,13516,8,256,1,0,15.6,0,379.0
1,46877,16,512,1,0,14.0,1,2109.0
1,46877,16,1000,1,12975,16.0,0,1889.0
1,38391,8,256,1,0,15.6,0,789.0
1,46877,32,1000,1,19388,17.3,0,1999.0
1,14914,8,256,1,0,15.6,0,399.0
1,38391,16,512,1,0,15.6,0,669.01
1,13516,8,256,1,0,15.6,0,511.49
1,46877,16,1000,1,19388,15.6,0,1529.0
1,46877,32,1000,1,15128,16.0,1,2379.01
1,38391,16,512,1,0,15.6,0,869.0
1,36398,16,512,1,0,15.6,0,699.0
1,28856,16,512,1,0,16.0,0,579.01
1,38391,16,512,1,15128,15.6,0,1199.0
1,38391,16,512,1,19388,15.6,0,1189.01
1,28856,8,512,1,0,14.0,0,809.45
1,46877,16,1000,1,12975,16.0,0,1599.0
0,38391,16,512,1,0,14.0,0,635.0
1,36398,16,512,1,12975,16.1,0,1149.0
1,63417,32,1000,1,25376,17.3,0,2999.0
1,38391,16,512,1,0,14.0,0,1579.0
1,46877,32,1000,1,15128,16.0,0,1999.0
1,38391,16,512,1,12975,15.6,0,1049.0
1,46877,16,1000,1,15128,15.6,0,2049.0
1,62048,32,1000,1,34870,16.0,0,3599.0
1,36398,16,512,1,0,15.6,0,739.01
1,46877,32,1000,1,15128,16.0,0,1699.0
1,46877,16,512,1,0,15.6,0,759.01
1,36398,32,1000,1,25376,17.3,0,2999.0
1,46877,32,1000,1,0,14.0,0,1589.01
1,63417,32,1000,1,19388,14.0,0,2499.0
1,46877,16,512,1,12975,15.6,0,1199.0
1,62048,32,1000,1,34870,18.0,0,3399.0
1,38391,8,512,1,0,15.6,0,509.0
1,46877,16,512,1,0,14.0,0,1719.0
1,28856,16,256,1,0,15.6,0,625.41
1,14914,8,256,1,0,15.6,0,396.0
1,38391,8,512,1,0,15.6,0,669.01
1,46877,8,512,1,0,15.6,0,729.0
1,38391,8,512,1,0,14.0,1,1149.0
1,28856,16,512,1,0,15.6,0,799.0
1,46877,16,512,1,17158,15.6,0,1779.0
1,46877,16,512,1,0,15.6,0,819.0
1,38391,16,512,1,7858,15.6,0,999.0
1,4541,8,256,1,0,15.6,0,383.26
0,46877,16,512,1,0,14.0,0,1099.0
1,4541,8,256,1,0,15.6,0,306.99
1,46877,32,1000,1,17158,15.6,0,1649.0
1,38391,8,256,1,0,12.4,1,869.0
1,62048,32,1000,1,19388,17.3,0,2099.0
1,36398,16,1000,1,0,15.6,0,1149.04
1,62048,32,1000,1,15128,17.3,0,1889.0
1,46877,16,1000,1,15128,17.3,0,1619.0
1,46877,16,1000,1,22488,17.3,0,3499.99
1,14914,8,256,1,0,15.6,0,394.0
1,46877,32,1000,1,19388,16.0,1,2499.0
1,38391,8,512,1,0,16.0,0,549.99
1,38391,8,512,1,11727,15.6,0,999.0
1,46877,16,1000,1,17158,16.1,0,1699.01
1,38391,8,500,1,0,15.6,0,500.0
1,46877,32,1000,1,19388,16.0,0,2239.01
1,62048,32,2000,1,39041,16.0,0,4949.01
1,46877,16,512,1,12975,16.0,0,1589.01
1,46877,32,1000,1,22488,16.1,0,1999.0
1,46877,16,512,1,0,14.0,0,1189.0
1,62048,64,2000,1,34870,17.3,0,4899.0
1,38391,8,512,1,0,15.6,0,559.01
1,14914,8,256,1,0,15.6,0,417.99
1,46877,16,512,1,6948,17.0,0,1409.01
1,62048,32,2000,1,39041,16.0,0,4299.0
1,28856,16,512,1,12975,15.6,0,879.0
1,46877,16,512,1,17158,14.0,0,1739.0
1,38391,16,1000,1,0,15.6,0,665.0
1,46877,32,1000,1,15128,15.6,0,1699.01
1,46877,16,512,1,17158,17.3,0,1629.0
1,14914,8,256,1,0,15.6,0,283.42
1,28856,8,512,1,17158,15.6,0,1252.5
1,62048,32,1000,1,25376,15.6,0,3499.0
1,38391,16,512,1,0,14.0,1,829.01
1,46877,16,512,1,0,15.6,0,1169.01
1,46877,16,512,1,0,16.0,0,769.0
1,13516,8,512,1,0,15.6,0,399.0
1,36398,16,1000,1,17158,15.6,0,1269.0
0,38391,16,1000,1,17158,15.6,0,881.13
1,36398,16,512,1,12975,16.1,0,1629.0
1,38391,8,512,1,0,15.6,0,924.98
1,46877,16,1000,1,0,14.0,0,1409.01
1,28856,8,256,1,0,16.0,0,829.0
1,46877,16,1000,1,0,14.0,0,1629.0
1,46877,32,1000,1,34870,17.3,0,3599.0
1,63417,32,1000,1,34870,17.3,0,2999.01
1,14914,8,256,1,0,14.0,0,549.0
1,46877,32,512,1,12975,16.0,0,2089.0
1,38391,8,512,1,0,15.6,0,738.55
1,38391,16,512,1,17158,15.6,0,1349.0
1,46877,32,1000,1,22488,15.6,0,2389.0
1,38391,16,512,1,0,17.3,0,889.0
1,46877,32,1000,1,39041,17.3,0,3818.77
1,46877,16,1000,1,22488,15.6,0,1949.01
1,28856,8,512,1,0,15.6,0,338.81
1,46877,16,512,1,0,14.0,1,979.0
1,46877,16,512,1,12975,17.3,0,1539.0
1,28856,8,500,1,0,15.6,0,459.0
1,4541,8,256,1,0,15.6,0,322.49
1,14914,8,256,1,0,15.6,0,413.99
1,46877,16,1000,1,17158,16.0,0,1929.01
1,36398,8,512,1,0,15.6,0,730.97
1,46877,16,1000,1,12975,16.0,0,1699.01
1,46877,16,1000,1,15128,16.0,0,1899.01
1,38391,16,1000,1,15128,15.6,0,1119.01
1,46877,16,1000,1,19388,17.3,0,1629.0
1,62048,32,1000,1,22488,16.1,0,2399.01
1,46877,32,1000,1,17158,17.3,0,1799.0
1,38391,16,512,1,0,15.6,0,729.0
1,62048,32,1000,1,19388,16.0,0,2899.0
1,46877,32,1000,1,19388,16.0,0,2059.76
1,46877,32,1000,1,19388,16.0,0,2459.01
1,46877,32,1000,1,22488,15.6,0,1889.0
1,46877,16,1000,1,19388,16.0,0,2249.0
1,38391,16,512,1,12975,15.6,0,1049.99
1,62048,32,1000,1,34870,16.0,0,3099.0
1,62048,128,2000,1,39041,17.3,0,5999.0
1,46877,16,500,1,0,15.6,0,739.0
1,46877,16,1000,1,17158,16.0,0,1999.0
1,36398,16,1000,1,12975,14.0,0,1473.01
1,62048,32,1000,1,19388,16.0,1,2899.0
1,38391,16,512,1,0,15.6,0,615.97
1,46877,16,1000,1,15128,14.0,0,1969.01
1,46877,16,1000,1,19388,14.0,0,2349.01
1,46877,32,1000,1,17158,15.6,1,2799.0
1,63417,64,2000,1,39041,16.0,0,5159.0
1,46877,16,2000,1,22488,17.3,0,2999.0
1,46877,16,512,1,15128,15.6,0,1299.01
1,46877,16,1000,1,12975,16.0,0,1889.0
0,38391,16,256,1,0,14.0,0,291.69
1,28856,16,512,1,0,15.6,0,689.01
1,28856,8,512,1,0,16.0,0,437.87
1,14914,8,256,1,0,15.6,0,443.01
1,28856,8,512,1,0,15.6,0,819.0
1,46877,16,1000,1,19388,16.0,1,2649.0
1,46877,16,1000,1,15128,14.0,0,1989.01
1,46877,16,1000,1,0,14.0,1,1749.82
1,46877,32,500,1,17158,15.6,0,1699.0
1,36398,16,512,1,0,15.6,0,619.99
1,13516,8,256,1,0,15.6,0,386.05
1,13516,8,512,1,0,15.6,0,416.0
1,28856,8,256,1,0,15.6,0,529.0
1,63417,32,1000,1,19388,14.0,0,2299.0
1,63417,16,1000,1,19388,13.4,1,1999.0
1,46877,32,1000,1,34870,17.0,0,3699.0
1,38391,8,500,1,0,15.6,0,600.0
1,38391,16,512,1,0,15.6,0,609.01
1,38391,8,512,1,0,15.6,0,799.0
1,46877,16,1000,1,19388,14.0,0,2159.0
1,36398,8,512,1,0,15.6,0,683.81
1,46877,32,1000,1,12975,16.0,0,1699.01
1,62048,16,1000,1,15128,13.4,1,2099.0
1,46877,32,1000,1,15128,16.0,1,2099.0
1,28856,8,512,1,0,15.6,0,402.99
1,38391,8,256,1,0,15.6,0,461.32
0,38391,16,256,1,0,14.0,0,574.0
1,62048,32,2000,1,34870,16.0,0,3499.01
1,14914,8,512,1,0,15.6,0,372.0
1,62048,32,2000,1,39041,16.0,0,4999.01
1,36398,32,1000,1,22488,15.6,0,2079.01
1,46877,16,512,1,0,15.6,0,997.79
1,38391,16,512,1,0,14.0,0,1149.0
1,4541,8,256,1,0,15.6,0,229.0
1,14914,8,256,1,0,15.6,0,552.33
1,38391,8,256,1,0,15.6,0,1174.99
1,28856,8,256,1,7858,15.6,0,834.11
1,13516,8,256,1,0,15.6,0,529.0
1,36398,8,256,1,0,15.0,1,1449.0
1,62048,16,1000,1,19388,16.0,0,3099.0
1,28856,8,500,1,0,15.6,0,559.0
1,38391,8,256,1,0,15.6,0,440.0
1,14914,8,512,1,0,15.6,0,398.1
0,63417,32,1000,1,19388,17.3,0,2099.0
1,38391,8,256,1,0,15.6,0,454.33
1,38391,8,512,1,0,15.6,0,494.81
1,28856,8,256,1,0,15.6,0,399.0
1,38391,16,512,1,7858,15.6,0,719.01
1,46877,16,512,1,0,15.6,0,824.0
1,14914,8,256,1,0,15.6,0,495.99
1,46877,16,1000,1,7858,15.6,0,1219.0
1,46877,16,512,1,0,15.6,0,1395.0
1,38391,16,512,1,0,15.6,0,695.0
1,62048,64,2000,1,19388,16.0,1,3061.31
1,14914,8,512,1,0,15.6,0,453.0
1,46877,8,256,1,0,15.6,0,699.0
1,14914,8,256,1,0,15.6,0,393.59
1,38391,16,512,1,0,13.4,0,2063.26
1,46877,32,1000,1,34870,17.3,0,2999.01
1,46877,16,512,1,7858,16.0,0,1799.0
1,38391,8,512,1,0,15.6,0,579.9
1,46877,16,1000,1,17158,17.3,0,1799.0
1,46877,16,256,1,0,16.0,0,1139.01
1,63417,16,1000,1,25376,15.6,0,2399.01
1,38391,8,256,1,0,15.0,0,1599.0
1,38391,8,512,1,0,16.0,0,1274.37
1,36398,16,1000,1,17158,15.6,0,1553.68
1,46877,16,1000,1,10203,16.0,0,1980.2
1,46877,16,1000,1,10203,16.0,0,1772.43
1,46877,16,1000,1,19388,17.3,0,1999.0
1,38391,8,256,1,0,14.0,1,839.0
1,38391,16,512,1,0,14.0,0,650.13
1,38391,16,256,1,0,14.4,1,1699.01
1,46877,16,512,1,0,15.6,0,800.0
0,38391,8,256,1,0,15.6,0,675.0
1,46877,16,1000,1,12975,16.0,0,1499.0
1,13516,8,256,1,0,15.6,0,431.99
1,36398,16,512,1,0,15.6,0,899.99
1,4541,8,256,1,0,15.6,0,329.99
1,46877,16,1000,1,0,15.6,0,1312.0
1,46877,8,512,1,12975,16.1,0,1329.51
1,38391,8,512,1,0,15.6,0,599.0
1,38391,8,256,1,0,,0,524.99
1,46877,16,1000,1,0,14.0,0,1149.0
0,38391,8,256,1,0,12.3,1,1349.0
1,46877,16,512,1,0,15.6,0,786.14
1,36398,16,1000,1,12975,15.6,0,1501.55
1,36398,16,512,1,19388,15.6,0,1499.96
0,38391,16,256,1,0,14.0,0,575.0
1,28856,8,512,1,0,14.0,0,979.0
0,38391,8,256,1,0,14.0,0,210.14
1,38391,8,512,1,0,15.6,0,509.0
1,14914,8,256,1,0,15.6,0,679.0
1,38391,8,512,1,19388,15.6,0,1086.85
1,62048,32,2000,1,39041,17.0,0,3799.0
1,46877,32,1000,1,12975,16.0,0,1929.01
0,36398,16,512,1,22488,15.6,0,1180.29
1,38391,8,256,1,0,14.0,0,540.0
1,46877,32,1000,1,17158,17.3,0,1699.01
1,14914,8,256,1,0,14.0,0,429.9
1,14914,8,256,1,0,15.6,0,385.2
1,38391,8,256,1,0,15.6,0,725.0
1,38391,8,512,1,0,15.6,0,589.0
1,46877,16,512,1,0,15.6,0,884.99
1,14914,8,256,1,0,15.6,0,430.99
0,46877,16,512,1,0,14.0,0,588.0
1,46877,16,512,1,0,13.3,0,1805.01
0,38391,8,256,1,0,14.0,0,399.0
1,38391,8,256,1,0,15.6,0,899.01
1,28856,16,512,1,0,14.0,0,856.0
1,14914,8,512,1,0,14.0,0,529.0
0,38391,8,256,1,0,15.6,0,899.01
1,38391,8,512,1,0,15.6,0,505.01
1,28856,16,500,1,0,15.6,0,499.0
1,14914,8,256,1,0,15.6,0,355.0
1,36398,16,512,1,0,14.0,0,1199.0
1,46877,16,512,1,0,15.6,0,969.0
1,46877,16,512,1,7858,15.6,0,2039.0000000000002
1,46877,16,512,1,0,15.6,0,860.0
1,38391,16,256,1,0,14.0,0,869.0
0,46877,32,1000,1,22488,17.3,0,1417.19
0,28856,8,512,1,0,14.0,0,659.44
0,36398,16,512,1,0,13.3,0,663.69
1,46877,16,512,1,0,15.6,0,1637.0
1,46877,16,512,1,0,14.0,0,800.0
1,46877,16,512,1,12975,15.6,0,1481.63
1,38391,8,256,1,0,15.6,0,879.0
1,28856,8,512,1,0,16.0,0,969.0
1,46877,16,1000,1,12975,15.6,0,1199.0
1,62048,32,1000,1,34870,17.0,0,3199.01
1,46877,16,1000,1,22488,17.3,0,3500.0
1,63417,32,1000,1,39041,14.0,0,4599.0
1,38391,16,512,1,0,14.4,1,1899.0
1,46877,32,1000,1,25376,15.6,0,4099.0
1,62048,32,1000,1,22488,17.3,0,4499.99
1,62048,16,1000,1,22488,17.3,0,3899.99
0,38391,16,256,1,0,14.0,0,499.0
0,63417,16,1000,1,22488,14.0,0,2899.99
1,14914,8,256,1,0,13.3,1,699.0
1,46877,16,512,1,0,15.6,0,755.0
1,38391,8,1000,1,0,15.6,0,789.0
1,38391,8,512,1,0,15.6,0,569.99
1,46877,16,512,1,0,14.0,0,789.0
1,46877,16,512,1,12975,15.6,0,909.99
1,4541,4,256,1,0,14.0,0,329.95
1,46877,8,512,1,0,15.6,0,730.01
1,62048,16,1000,1,0,13.4,1,2420.65
1,46877,16,512,1,0,13.3,0,1333.57
1,38391,8,1000,1,0,15.6,0,749.0
1,38391,8,512,1,0,15.6,0,739.0
1,38391,16,512,1,0,15.6,0,1041.0
0,38391,8,256,1,0,14.0,0,799.0
1,38391,8,256,1,0,15.6,0,454.23
1,38391,8,256,1,0,12.3,1,1143.16
1,38391,8,512,1,0,15.6,0,502.0
1,14914,8,256,1,0,15.6,0,416.87
1,28856,8,512,1,0,15.6,0,379.01
1,46877,16,512,1,12975,14.4,1,2199.01
1,46877,32,1000,1,22488,17.3,0,2599.0
1,46877,8,512,1,0,15.6,0,1249.01
1,38391,8,512,1,0,14.0,0,799.0
1,38391,8,512,1,0,15.6,0,399.0
1,38391,16,500,1,0,15.6,0,539.01
1,46877,16,512,1,0,15.6,0,1199.0
1,38391,8,512,1,0,15.6,0,609.01
1,14914,8,512,1,0,15.6,0,449.9
1,38391,8,256,1,0,15.6,0,529.0
1,13516,8,512,1,0,15.6,0,495.33
1,38391,16,512,1,0,15.6,0,880.53
1,38391,16,512,1,0,15.6,0,670.67
1,38391,16,500,1,12975,15.6,0,1329.9
1,38391,16,500,1,15128,15.6,0,1349.9
1,38391,16,500,1,15128,15.6,0,1479.9
1,38391,16,500,1,19388,15.6,0,1679.9
1,46877,16,500,1,19388,15.6,0,1699.9
1,38391,16,500,1,0,15.6,0,639.0
1,38391,8,256,1,0,15.6,0,719.0
1,46877,8,512,1,0,15.6,0,628.04
1,36398,32,1000,1,0,15.6,0,999.0
1,46877,16,512,1,0,17.0,0,1859.01
1,46877,16,500,1,19388,15.6,0,1849.9
1,14914,8,256,1,0,14.0,0,429.0
1,62048,32,1000,1,39041,16.0,0,4199.0
1,14914,8,512,1,0,15.6,0,465.0
1,38391,16,500,1,19388,15.6,0,1549.9
1,4541,8,256,1,0,15.6,0,359.01
1,38391,8,512,1,0,14.0,0,743.0
